MSSubClass	LotFrontage	LotArea	OverallQual	OverallCond	YearBuilt	YearRemodAdd	BsmtFinSF1	BsmtUnfSF	TotalBsmtSF	1stFlrSF	GrLivArea	FullBath	BedroomAbvGr	TotRmsAbvGrd	GarageYrBlt	GarageCars	GarageArea	OpenPorchSF	YrSold	SalePrice
50	NA	13837	7	5	1988	1988	1002	0	1204	1377	2183	2	4	9	1988	3	786	0	2006	229000
50	70	8737	6	7	1923	1950	300	765	1065	915	1635	1	3	6	1950	2	440	38	2007	210000
85	54	7244	5	7	1970	1970	619	149	768	768	768	1	2	5	1987	2	624	0	2007	129500
20	49	8235	5	7	1955	1995	180	0	825	825	825	1	2	4	1963	2	720	50	2008	125000
60	75	9375	7	5	2003	2004	0	912	912	912	2094	2	4	8	2003	2	615	182	2009	263000
120	53	4043	6	6	1977	1977	559	510	1069	1069	1069	2	2	4	1977	2	440	55	2008	140000
20	50	6000	5	6	1957	1957	308	620	928	928	928	1	3	5	1957	1	288	0	2008	112500
20	87	11146	8	5	2006	2006	0	1709	1709	1717	1717	2	3	7	2006	3	908	39	2009	255500
20	67	8777	4	5	1949	2003	0	0	0	1126	1126	2	2	5	2002	2	520	96	2009	108000
60	85	10625	7	5	2003	2004	866	132	998	1006	2046	2	3	8	2003	3	871	62	2008	284000
45	58	6380	5	6	1922	1950	0	993	993	1048	1048	1	2	5	1922	1	280	0	2006	113000
20	69	14850	5	5	1957	1957	895	197	1092	1092	1092	1	2	6	1957	1	299	0	2006	141000
50	60	11040	4	6	1920	1950	637	0	637	897	1336	1	3	7	1994	1	570	47	2006	108000
60	57	21872	7	5	1996	1997	604	125	729	729	1446	2	3	6	1996	2	406	22	2008	175000
120	NA	3196	7	5	2003	2004	0	1374	1374	1557	1557	2	2	7	2003	2	420	20	2006	234000
20	NA	11341	5	6	1957	1996	1302	90	1392	1392	1392	1	3	5	1957	2	528	0	2010	121500
20	77	10010	5	5	1974	1975	1071	195	1389	1389	1389	1	2	6	1975	2	418	38	2006	170000
30	63	13907	5	6	1940	1969	290	706	996	996	996	1	3	6	NA	0	0	0	2008	108000
50	66	21780	6	7	1918	1950	0	1163	1163	1163	1674	2	4	8	1955	2	396	36	2008	185000
60	NA	13346	7	5	1992	2000	728	367	1095	1166	2295	2	4	9	1992	2	590	40	2006	268000
70	66	6858	6	4	1915	1950	0	806	806	841	1647	1	4	6	1920	1	216	66	2010	128000
60	77	11198	9	5	2005	2007	0	1122	1122	1134	2504	2	4	11	2005	3	656	39	2008	325000
20	70	10171	7	5	2004	2004	2	1515	1517	1535	1535	2	3	7	2004	2	532	0	2010	214000
50	79	12327	8	8	1983	2009	1441	55	1496	1496	2132	1	1	5	1983	2	612	40	2009	316600
90	NA	7032	5	5	1979	1979	943	0	943	943	943	1	2	4	1979	2	600	0	2006	135960
90	74	13101	5	5	1965	1965	231	1497	1728	1728	1728	2	6	10	1987	2	576	0	2008	142600
20	60	7332	6	6	1959	1959	414	450	864	864	864	1	2	4	1959	1	288	0	2006	120000
60	83	13159	7	5	2009	2009	0	846	846	846	1692	2	3	6	2009	2	650	114	2009	224500
80	76	9967	7	5	2000	2000	0	384	384	774	1430	2	3	8	2000	2	400	0	2007	170000
80	70	10500	5	7	1971	2005	349	23	372	576	1109	1	3	5	1971	1	288	0	2007	139000
50	80	8480	5	5	1947	1950	442	390	832	832	1216	1	2	6	1947	1	336	0	2008	118500
50	52	6292	7	7	1928	1950	0	861	861	877	1477	2	3	6	1928	1	216	50	2009	145000
80	96	11777	5	6	1966	1966	328	285	1164	1320	1320	1	3	6	1966	2	564	68	2006	164500
160	34	3604	7	5	2007	2007	0	689	689	703	1392	2	2	5	2007	2	540	102	2008	146000
50	81	12150	5	5	1954	1954	0	1050	1050	1050	1795	2	4	7	1954	1	352	0	2008	131500
20	NA	14585	6	6	1960	1987	594	331	1144	1429	1429	1	3	7	1960	2	572	110	2007	181900
20	98	12704	8	5	2008	2009	0	2042	2042	2042	2042	2	3	8	2009	3	1390	90	2009	253293
90	81	11841	6	5	1990	1990	816	0	816	816	816	1	3	5	NA	0	0	32	2007	118500
75	75	13500	10	9	1893	2000	0	1237	1237	1521	2775	3	3	9	1988	2	880	502	2008	325000
50	51	6120	4	7	1935	1995	0	884	884	989	1573	1	3	6	1935	1	240	0	2009	133000
20	88	11443	8	5	2005	2006	1460	408	1868	2028	2028	2	2	7	2005	3	880	66	2006	369900
30	55	10267	6	7	1918	2000	210	0	816	838	838	1	2	5	1961	1	275	0	2008	130000
85	74	8740	5	6	1982	1982	672	168	840	860	860	1	2	4	1996	2	528	0	2009	137000
20	65	25095	5	8	1968	2003	1324	113	1437	1473	1473	1	1	5	1968	1	452	48	2009	143000
40	50	9100	5	6	1930	1960	0	742	742	779	935	1	2	4	1988	1	308	0	2008	79500
60	64	8320	7	5	2004	2004	490	280	770	770	1582	2	3	6	2004	2	520	45	2008	185900
60	97	13478	10	5	2008	2008	1338	384	1722	1728	2296	2	3	10	2008	3	842	274	2009	451950
20	60	6600	5	8	1982	2003	816	0	816	816	816	1	2	4	1985	2	816	0	2008	138000
120	NA	4435	6	5	2003	2003	685	163	848	848	848	1	1	4	2003	2	420	0	2009	140000
20	88	7990	5	6	1975	1975	0	924	924	924	924	1	3	5	1981	1	280	0	2008	110000
20	69	11302	8	5	2005	2006	1422	392	1814	1826	1826	2	3	7	2005	3	758	75	2006	319000
70	60	3600	6	7	1910	1993	0	684	684	684	1368	1	3	7	1930	1	216	158	2006	114504
120	53	3922	7	5	2006	2007	0	1258	1258	1402	1402	0	2	7	2006	3	648	16	2007	194201
20	80	12984	5	6	1977	1977	1283	0	1430	1647	1647	2	3	7	1977	2	621	0	2006	217500
160	24	1950	6	6	1980	1980	81	23	716	716	1556	2	3	6	1980	2	452	0	2008	151000
60	74	10927	8	5	2005	2005	546	512	1058	1058	1904	2	3	8	2003	2	736	60	2006	275000
50	50	9000	6	6	1937	1950	0	780	780	780	1375	1	3	6	1979	1	544	162	2007	141000
60	80	10041	8	5	1992	1992	789	119	908	927	1915	2	3	8	1992	2	506	150	2006	220000
160	30	3182	7	5	2004	2005	0	600	600	600	1200	2	2	4	2004	2	480	172	2010	151000
20	88	12803	7	5	2002	2002	922	572	1494	1494	1494	2	3	6	2002	2	530	36	2008	221000
60	85	13600	7	6	1965	1990	454	314	768	1186	1986	2	3	7	1965	2	486	42	2009	205000
20	82	12464	5	5	1996	1996	732	308	1040	1040	1040	1	3	6	2000	2	576	0	2009	152000
20	78	7800	5	8	1948	2002	603	293	896	1112	2008	3	3	8	1948	1	230	0	2006	225000
70	78	12168	8	6	1934	1998	428	537	965	1940	3194	2	4	10	1934	2	380	0	2007	359100
20	61	7943	4	5	1961	1961	903	126	1029	1029	1029	1	3	5	1961	1	261	0	2007	118500
60	NA	11050	9	5	2000	2000	904	536	1440	1476	2153	2	3	8	2000	3	736	142	2009	313000
80	NA	10395	6	6	1978	1978	605	427	1032	1032	1032	2	3	6	1978	2	564	0	2007	148000
60	NA	11885	8	5	2001	2001	990	309	1299	1299	1872	2	3	7	2001	2	531	122	2009	261500
20	70	8402	5	5	2007	2007	206	914	1120	1120	1120	1	3	6	NA	0	0	30	2007	147000
180	21	1491	4	6	1972	1972	150	0	630	630	630	1	1	3	NA	0	0	24	2010	75500
85	80	8800	6	7	1963	1963	763	173	936	1054	1054	1	3	6	1963	2	480	0	2010	137500
60	NA	7861	6	5	2002	2003	457	326	783	807	1509	2	3	7	2002	2	393	75	2006	183200
45	59	7227	6	6	1954	1954	0	832	832	832	832	1	2	4	1962	2	528	0	2008	105500
20	90	11694	9	5	2007	2007	48	1774	1822	1828	1828	2	3	9	2007	3	774	108	2007	314813
60	85	12244	8	5	2003	2003	871	611	1482	1482	2262	2	4	10	2003	3	749	0	2008	305000
30	45	8248	3	3	1914	1950	41	823	864	864	864	1	2	5	NA	0	0	0	2008	67000
60	90	10800	6	7	1974	1997	956	384	1522	1548	2614	2	4	9	1974	2	624	243	2008	240000
20	71	7064	5	6	1977	1977	560	420	980	980	980	1	3	6	1986	2	484	0	2009	135000
160	NA	2117	6	5	2000	2000	420	336	756	756	1512	2	2	4	2000	2	440	32	2007	168500
60	80	10400	6	5	1972	1972	247	485	732	1012	1790	1	4	8	1972	2	484	0	2006	165150
20	87	10000	6	6	1962	1962	0	1116	1116	1116	1116	1	3	5	1962	2	440	0	2010	160000
20	NA	12342	5	5	1960	1978	0	978	978	1422	1422	1	3	6	1960	1	286	0	2007	139900
80	80	9600	6	6	1955	1972	674	350	1156	1520	1520	1	3	7	1955	1	364	0	2010	153000
60	70	11606	5	5	1969	1969	650	390	1040	1040	2080	1	5	9	1969	2	504	0	2007	135000
80	82	9020	6	5	1964	1964	624	288	1248	1350	1350	1	3	6	1964	2	520	0	2008	168500
70	50	9000	5	6	1880	1991	0	636	636	1089	1750	1	3	8	1937	1	240	0	2006	124000
120	34	4590	8	5	2006	2006	24	1530	1554	1554	1554	2	2	6	2006	2	627	73	2007	209500
20	85	11900	7	5	1977	1977	822	564	1386	1411	1411	2	3	6	1977	2	544	0	2009	82500
20	80	9250	5	7	1954	2005	480	108	1056	1056	1056	1	3	6	1954	1	260	0	2007	139400
90	64	6979	6	5	1980	1980	1056	0	1056	1056	1056	0	0	4	1980	2	576	56	2010	144000
190	60	10896	6	7	1914	1995	256	1184	1440	1440	3395	2	8	14	NA	0	0	110	2007	200000
30	51	6120	2	3	1936	1950	0	264	264	800	800	1	1	4	NA	0	0	0	2009	60000
190	50	6000	5	4	1954	1954	0	811	811	811	1387	2	3	7	1954	1	256	0	2009	93000
30	67	8777	5	7	1910	1950	0	796	796	796	796	1	2	4	NA	0	0	0	2008	85000
120	53	3982	8	5	2006	2006	1154	366	1520	1567	1567	2	1	7	2006	3	648	0	2006	264561
120	62	12677	8	5	2003	2004	1218	300	1518	1518	1518	1	1	6	2003	2	588	140	2008	274000
60	NA	7050	7	5	2001	2001	738	319	1057	1057	1929	2	3	7	2001	2	650	235	2007	226000
80	75	13860	8	7	1972	1995	1410	542	1952	2000	2704	2	4	9	1972	2	538	111	2009	345000
60	80	10793	5	5	1969	1969	493	0	780	780	1620	2	4	7	1969	2	462	0	2007	152000
20	85	9187	9	5	2009	2009	1121	645	1766	1766	1766	2	2	7	2009	3	478	130	2009	370878
20	NA	10530	6	5	1971	1971	282	664	981	981	981	1	3	5	1979	2	576	312	2007	143250
20	60	7200	5	5	1950	1950	0	0	0	1048	1048	1	3	7	1950	2	420	27	2008	98300
20	85	10452	6	5	1953	1953	500	594	1094	1094	1094	1	3	5	1953	2	495	0	2008	155000
60	70	7700	6	5	1966	1966	0	756	756	1051	1839	1	4	7	1966	2	442	124	2010	155000
180	21	1936	4	6	1970	1970	131	0	630	630	630	1	1	3	NA	0	0	0	2007	84500
60	65	8125	7	6	2007	2007	0	813	813	822	1665	2	3	7	2007	2	562	0	2008	205950
70	60	9084	4	5	1940	1950	0	755	755	755	1510	1	4	7	1940	1	296	0	2009	108000
60	70	8750	7	5	1996	1996	0	880	880	909	1716	2	2	7	1996	2	512	120	2009	191000
50	60	10320	6	7	1906	1995	0	756	756	756	1469	1	3	7	1906	1	216	0	2008	135000
20	91	10437	8	6	1995	1995	1696	413	2109	2113	2113	2	2	7	1995	3	839	46	2008	350000
160	21	1680	6	5	1971	1971	0	525	525	525	1092	1	3	6	1971	1	264	0	2010	88000
20	72	10007	5	7	1959	2006	806	247	1053	1053	1053	1	3	5	1959	1	312	0	2008	145500
70	60	7200	7	6	1931	2000	0	776	776	851	1502	1	3	6	1931	1	270	0	2008	149000
50	78	17503	6	5	1948	1950	0	912	912	912	1458	1	3	6	1948	1	330	0	2010	97500
20	75	9937	5	7	1964	1999	637	849	1486	1486	1486	1	3	7	1968	2	480	0	2009	167000
60	NA	12384	7	7	1976	1976	0	793	793	1142	1935	2	3	7	1976	2	550	113	2007	197900
60	52	46589	8	7	1994	2005	1361	88	1629	1686	2448	2	4	8	1994	3	711	76	2009	402000
20	120	13560	6	3	1968	1968	0	1392	1392	1392	1392	1	2	5	1968	2	576	0	2009	110000
85	90	10012	4	5	1972	1972	920	38	1138	1181	1181	2	3	6	1974	2	588	0	2008	137500
20	49	20896	8	5	2005	2006	1721	356	2077	2097	2097	1	1	8	2005	3	1134	267	2006	423000
60	106	11194	8	5	2000	2000	0	1406	1406	1454	1936	2	3	7	2000	2	504	124	2006	230500
60	NA	18450	6	5	1965	1979	187	111	1021	1465	2380	2	3	7	1965	2	596	265	2007	129000
20	65	8125	6	5	1994	1998	1138	270	1408	1679	1679	2	3	7	1994	2	575	42	2008	193500
20	NA	14175	5	6	1956	1987	988	200	1188	1437	1437	1	3	6	1999	2	576	0	2006	168000
30	80	11600	4	5	1922	1950	0	700	700	1180	1180	1	2	5	1922	1	252	0	2006	137500
60	64	8633	6	5	2005	2005	193	545	738	738	1476	2	3	7	2005	2	540	35	2009	173500
70	54	6629	6	6	1925	1950	551	121	672	697	1369	2	3	6	1930	1	300	0	2009	103600
20	NA	11250	6	6	1977	1977	767	441	1208	1208	1208	1	3	6	1977	2	546	42	2006	165000
20	110	14442	6	7	1957	2004	1186	291	1477	1839	1839	2	3	7	1957	2	416	87	2007	257500
20	80	9200	6	6	1965	1965	892	244	1136	1136	1136	1	3	5	1965	1	384	0	2008	140000
160	24	2289	6	6	1978	1978	311	544	855	855	1441	2	3	7	1978	2	440	0	2009	148500
70	60	9600	4	2	1900	1950	0	1095	1095	1095	1774	2	4	8	1920	3	779	0	2006	87000
30	52	9022	5	8	1924	2006	0	768	768	792	792	1	2	5	1924	1	240	0	2009	109500
20	80	11844	8	5	2008	2008	0	2046	2046	2046	2046	2	3	7	2008	3	834	82	2009	372500
20	NA	9945	5	5	1961	1961	827	161	988	988	988	1	3	5	1963	2	572	0	2007	128500
120	50	8012	6	5	1980	1980	543	261	923	923	923	2	2	5	1980	1	264	0	2010	143000
50	55	4500	5	5	1932	2000	182	611	793	848	1520	1	3	6	1968	1	281	0	2009	159434
120	NA	2887	6	5	1996	1997	1003	288	1291	1291	1291	1	2	6	1996	2	431	0	2008	173000
20	90	11248	9	5	2002	2002	1059	567	1626	1668	1668	2	3	7	2002	3	702	45	2007	285000
60	58	16770	7	5	1998	1998	0	1195	1195	1195	1839	2	4	7	1998	2	486	81	2010	221000
160	NA	5062	7	5	1984	1984	828	180	1190	1190	2090	2	3	6	1984	2	577	0	2007	207500
60	84	10207	7	6	2007	2007	0	874	874	874	1761	3	3	7	2007	2	578	105	2007	227875
160	NA	5105	7	5	2004	2004	239	312	551	551	1102	2	2	4	2004	2	480	60	2007	148800
20	60	8089	8	6	2007	2007	945	474	1419	1419	1419	2	2	7	2007	2	567	0	2007	392000
120	61	7577	6	5	2005	2006	20	1342	1362	1362	1362	2	2	6	2005	2	460	28	2007	194700
120	NA	4426	6	5	2004	2004	697	151	848	848	848	1	1	3	2004	2	420	0	2008	141000
60	104	21535	10	6	1994	1995	1455	989	2444	2444	4316	3	4	10	1994	3	832	50	2007	755000
60	42	26178	7	5	1989	1990	965	245	1210	1238	2519	2	4	9	1989	2	628	27	2006	335000
30	60	5400	5	6	1921	1968	0	1073	1073	1073	1073	1	2	4	1968	1	326	0	2006	108480
50	51	6120	5	6	1936	1950	0	927	927	1067	1539	1	3	5	1995	2	576	0	2009	141500
20	54	13811	6	6	1987	1987	980	92	1112	1137	1137	2	2	5	1987	2	551	0	2006	176000
30	50	6000	5	7	1921	1950	616	0	616	616	616	1	2	4	1921	1	205	0	2006	89000
20	57	6420	5	7	1952	1952	210	219	980	1148	1148	1	2	6	1952	1	308	0	2006	123500
20	65	8450	5	8	1965	2009	553	224	894	894	894	1	3	5	1973	1	336	144	2010	138500
120	59	4282	7	5	2004	2004	16	1375	1391	1391	1391	2	2	5	2004	2	530	158	2008	196000
20	85	14331	8	5	2002	2002	1274	526	1800	1800	1800	2	3	7	2002	3	765	78	2006	312500
20	80	9600	7	5	1969	1969	0	1164	1164	1164	1164	1	3	6	1969	2	528	0	2006	140000
60	82	12438	8	5	2006	2006	0	1234	1234	1264	2576	2	4	10	2006	3	666	100	2006	361919
190	76	7630	5	9	1900	1996	0	360	360	1032	1812	2	4	8	1999	2	672	0	2010	140000
20	70	8400	7	5	2004	2005	712	761	1473	1484	1484	2	3	7	2004	2	606	35	2010	213000
190	70	5600	4	5	1930	1950	0	0	0	372	1092	2	3	7	NA	0	0	0	2010	55000
20	NA	115149	7	5	1971	2002	1219	424	1643	1824	1824	2	2	5	1971	2	739	48	2007	302000
120	48	6240	8	5	2006	2006	863	461	1324	1324	1324	2	2	6	2006	2	550	38	2009	254000
60	65	9018	7	5	2007	2007	0	728	728	728	1456	2	3	8	2007	2	400	24	2007	179540
20	NA	7162	5	7	1966	1966	0	876	876	904	904	1	3	6	1966	1	408	0	2008	109900
30	56	4130	3	6	1935	2003	0	270	270	729	729	1	2	5	NA	0	0	0	2008	52000
50	66	8712	4	7	1900	1950	0	859	859	859	1178	1	2	7	1964	1	384	0	2010	102776
120	40	4671	8	5	1988	1989	767	461	1228	1228	1228	2	2	5	1988	2	472	120	2008	189000
190	60	9873	4	5	1970	1970	789	171	960	960	960	1	3	6	1970	2	576	288	2006	129000
60	NA	13517	6	8	1976	2005	533	192	725	725	1479	2	3	6	1976	2	475	44	2010	130500
20	78	10140	6	5	1974	1974	0	1064	1064	1350	1350	2	3	7	1974	2	478	0	2009	165000
70	60	10800	7	8	1890	1998	0	718	718	1576	2554	1	3	8	1996	2	704	48	2007	159500
20	80	10000	5	6	1973	2000	1084	92	1176	1178	1178	1	3	5	1973	2	439	0	2008	157000
60	96	10542	7	5	1993	1994	1173	138	1311	1325	2418	2	3	9	1993	3	983	154	2008	341000
20	69	9920	5	6	1969	1969	523	448	971	971	971	1	3	5	1969	1	300	0	2006	128500
120	NA	6563	8	5	1985	1985	1148	594	1742	1742	1742	2	2	5	1985	2	564	28	2006	275000
120	NA	4426	6	5	2004	2004	662	186	848	848	848	1	1	3	2004	2	420	0	2010	143000
20	70	8120	4	7	1970	1970	191	673	864	864	864	1	3	5	1994	2	463	0	2009	124500
50	60	8172	4	6	1954	1972	0	941	941	997	1470	2	4	7	1958	1	548	0	2008	135000
20	86	13286	9	5	2007	2008	1234	464	1698	1698	1698	2	3	8	2007	3	768	64	2009	320000
20	60	6960	4	6	1970	1970	375	250	864	864	864	1	3	5	1989	2	660	0	2009	120500
20	NA	21695	6	9	1988	2007	808	72	880	1680	1680	2	3	5	1988	2	540	44	2009	222000
20	64	7314	7	5	2007	2007	724	508	1232	1232	1232	2	2	6	2007	2	632	0	2009	194500
90	85	11475	5	5	1958	1958	0	1584	1584	1776	1776	2	4	9	1968	3	888	25	2009	110000
30	52	6240	4	5	1925	1950	152	628	780	848	1208	1	2	5	1962	2	539	23	2009	103000
120	39	5389	8	5	1995	1996	1180	415	1595	1616	1616	2	2	5	1995	2	608	152	2010	236500
80	73	9590	7	5	2003	2003	786	82	868	1146	1146	2	3	6	2003	2	438	22	2007	187500
60	75	11404	7	5	1998	1999	252	901	1153	1153	2031	2	3	8	1998	2	541	84	2008	222500
20	80	10000	5	6	1961	1983	594	270	864	1144	1144	1	3	6	1961	1	264	0	2009	131400
20	NA	8978	5	5	1968	1968	0	948	948	948	948	1	3	6	1968	1	300	0	2007	108000
75	60	10800	7	7	1914	1970	390	490	880	880	1768	1	2	6	1914	2	320	341	2006	163000
90	60	8544	3	4	1950	1950	0	0	0	1040	1040	2	2	6	1949	2	400	0	2006	93500
60	72	10463	8	5	2005	2005	0	893	893	901	1801	2	3	8	2005	3	800	116	2006	239900
90	60	10800	5	5	1987	1988	1200	0	1200	1200	1200	3	3	5	NA	0	0	0	2009	179000
60	65	9313	7	5	2004	2004	0	864	864	864	1728	2	3	7	2004	2	572	56	2009	190000
70	60	9600	5	7	1910	2002	0	264	264	768	1432	2	2	7	1910	2	360	0	2007	132000
20	65	6768	6	8	1961	1996	832	80	912	912	912	1	3	5	1962	1	288	0	2008	142000
20	65	8450	7	5	2000	2001	0	1349	1349	1349	1349	2	3	6	2000	2	539	55	2007	179000
80	70	12886	5	6	1963	1999	444	76	520	1464	1464	2	3	6	1997	2	480	0	2009	175000
120	41	5395	8	5	1993	1993	733	604	1337	1337	1337	2	2	5	1993	2	462	0	2008	180000
60	NA	8963	8	9	1976	1996	575	487	1142	1175	2715	3	4	11	1994	2	831	204	2008	299800
60	NA	8795	7	5	2000	2000	300	652	952	980	2256	2	4	8	2000	2	554	54	2009	236000
70	65	11700	7	7	1880	2003	0	1240	1240	1320	2640	1	4	8	1950	4	864	0	2009	265979
20	59	10593	7	5	1996	1996	919	801	1720	1720	1720	2	3	7	1996	2	527	56	2010	260400
50	50	8405	4	3	1945	1950	0	0	0	1088	1529	2	4	9	1945	1	240	0	2009	98000
50	55	8800	4	7	1910	2004	0	576	576	792	1140	1	3	7	NA	0	0	160	2010	96500
60	NA	7750	7	5	2003	2003	0	660	660	660	1320	2	3	6	2003	2	400	48	2007	162000
20	79	9236	6	5	1997	1997	1200	279	1479	1494	1494	2	3	6	1997	2	576	27	2006	217000
60	80	10240	8	5	2005	2005	0	1030	1030	1038	2098	2	3	8	2005	3	878	52	2006	275500
20	61	7930	6	8	1969	2005	439	115	1026	1026	1026	1	3	5	1969	2	440	48	2009	156000
160	34	3230	6	5	1999	1999	381	348	729	742	1471	2	3	6	1999	2	440	24	2009	172500
60	68	10769	8	5	2007	2007	20	846	866	866	1768	2	3	7	2007	2	578	105	2009	212000
60	NA	11616	6	5	1978	1978	438	234	672	672	1386	2	3	6	1978	2	440	0	2010	158900
160	24	2280	7	5	1999	1999	549	195	744	757	1501	2	3	6	1999	2	440	0	2008	179400
60	65	12257	8	5	1995	1995	56	1198	1318	1328	2531	2	4	9	1995	3	752	98	2007	290000
20	70	9100	6	6	1959	1959	612	252	864	864	864	1	2	5	2008	1	300	0	2009	127500
30	60	6911	5	5	1924	1950	405	740	1145	1301	1301	1	2	5	1965	2	440	0	2009	100000
60	72	8640	7	5	2009	2009	24	732	756	764	1547	2	3	7	2009	2	614	45	2010	215200
60	82	9430	8	5	1999	1999	1163	89	1252	1268	2365	2	3	8	1999	3	856	128	2009	337000
120	30	9549	8	5	1995	1996	437	0	1494	1494	1494	1	2	6	1995	2	481	30	2006	270000
20	75	14587	9	5	2008	2008	0	1498	1498	1506	1506	2	2	6	2008	2	592	174	2008	264132
60	80	10421	7	5	1988	1988	394	586	980	980	1714	2	3	7	1988	2	496	66	2010	196500
50	75	12508	6	7	1940	1985	660	323	983	983	1750	2	4	7	1989	1	423	0	2008	160000
20	70	9100	7	5	2004	2005	24	1836	1860	1836	1836	2	3	8	2004	2	484	33	2006	216837
60	47	53504	8	5	2003	2003	1416	234	1650	1690	3279	3	4	12	2003	3	841	36	2010	538000
85	NA	7252	5	5	1982	1982	685	173	858	858	858	1	2	5	1983	2	576	0	2009	134900
20	67	8877	4	5	1951	1951	836	0	836	1220	1220	1	2	6	1951	2	396	0	2006	102000
80	94	7819	6	5	1976	1976	422	480	1029	1117	1117	1	3	6	1976	2	672	0	2010	107000
20	70	10150	5	5	1958	1958	456	456	912	912	912	1	2	5	1958	1	275	0	2007	114500
20	110	14226	8	5	2006	2006	0	1935	1935	1973	1973	2	3	9	2006	3	895	45	2007	395000
120	32	4500	6	5	1998	1998	866	338	1204	1204	1204	2	2	5	1998	2	412	247	2009	162000
20	86	11210	7	5	2005	2006	20	1594	1614	1614	1614	2	3	7	2005	3	865	59	2006	221500
20	100	13350	5	5	1974	1974	762	102	864	894	894	1	3	5	1974	2	440	0	2006	142500
90	60	8400	5	5	1977	1977	0	0	0	2020	2020	2	4	10	1977	2	630	0	2007	144000
90	78	10530	6	5	1977	1977	975	0	975	1004	1004	1	2	4	1977	2	504	0	2006	135000
20	63	7875	7	5	1995	1996	0	1237	1237	1253	1253	2	3	6	1995	2	402	21	2007	176000
60	65	7153	6	5	1992	1992	387	374	761	810	1603	2	3	7	1992	2	484	124	2006	175900
20	67	16285	7	5	2001	2002	0	1413	1413	1430	1430	2	3	6	2001	2	605	33	2009	187100
85	NA	9101	5	6	1978	1978	1097	0	1097	1110	1110	1	1	4	1978	2	602	30	2009	165500
75	35	6300	6	6	1914	2001	0	742	742	742	1484	2	3	9	NA	0	0	291	2008	128000
20	NA	9790	6	5	1967	1967	251	491	1372	1342	1342	2	3	7	1967	2	457	0	2009	161500
50	60	10800	5	6	1915	1950	686	0	686	966	1652	2	4	7	1961	1	416	0	2010	139000
60	76	10142	7	5	2004	2004	656	300	956	956	2084	2	4	8	2004	2	618	45	2010	233000
20	50	6000	4	7	1954	2000	0	901	901	901	901	1	2	4	1954	1	281	0	2008	107900
60	NA	12205	6	8	1966	2007	568	264	832	976	2087	2	5	9	1966	2	444	168	2007	187500
120	43	3182	7	5	2005	2006	16	1129	1145	1145	1145	2	2	5	2005	2	397	16	2009	160200
80	NA	11333	6	5	1976	1976	539	490	1029	1062	1062	1	3	5	1976	2	539	0	2007	146800
60	92	9920	7	5	1996	1997	862	255	1117	1127	2013	2	3	8	1997	2	455	130	2007	269790
20	76	9158	8	5	2007	2007	0	1496	1496	1496	1496	2	3	7	2007	2	474	130	2007	225000
60	NA	10832	7	5	1994	1996	0	712	712	1086	1895	2	3	7	1994	2	409	46	2008	194500
60	70	8400	6	6	1980	1981	0	650	650	888	1564	2	3	7	1980	2	476	50	2010	171000
20	71	8197	6	5	1977	1977	0	660	660	1285	1285	1	3	7	1977	2	528	0	2007	143500
20	57	7677	5	5	1953	1953	570	203	773	773	773	1	2	4	1953	1	240	0	2008	110000
60	104	13518	9	5	2008	2009	0	1926	1926	1966	3140	3	4	11	2009	3	820	78	2009	485000
50	60	7200	5	7	1937	1950	569	162	731	981	1768	1	3	7	1939	1	240	0	2007	175000
60	79	12798	6	5	1997	1997	462	154	616	616	1688	2	4	8	1997	2	603	114	2008	200000
30	40	4800	4	7	1916	1990	197	999	1196	1196	1196	1	2	5	1957	2	440	0	2007	109900
60	63	8199	7	5	2005	2005	648	80	728	728	1456	2	3	7	2005	2	410	18	2008	189000
60	107	13891	9	5	2008	2009	0	1734	1734	1734	2822	3	4	12	2009	3	1020	170	2009	582933
20	75	9000	5	5	1954	1954	812	124	936	1128	1128	1	2	5	1954	1	286	0	2006	118000
20	91	12274	7	5	2008	2008	0	1417	1417	1428	1428	2	3	6	2008	2	554	60	2008	227680
80	75	9750	5	5	1967	1967	400	100	980	980	980	2	3	6	1967	1	384	0	2006	135500
70	144	21384	5	6	1923	2004	1309	15	1324	1072	1576	1	3	6	1923	2	528	312	2009	223500
80	85	13400	5	5	1966	1966	516	380	1024	1086	1086	1	3	6	1966	2	484	0	2006	159950
75	90	8100	5	5	1898	1965	0	849	849	1075	2138	2	2	11	1910	2	360	156	2009	106000
20	78	10140	6	6	1974	1999	663	0	1040	1309	1309	1	3	5	1974	2	484	0	2006	181000
120	NA	4438	6	5	2004	2004	662	186	848	848	848	1	1	4	2004	2	420	0	2008	144500
20	66	8712	5	5	1952	1952	0	540	540	1044	1044	1	2	4	1952	2	504	0	2010	55993
20	75	9750	6	6	1958	1958	608	834	1442	1442	1442	1	4	7	1958	1	301	0	2007	157900
50	45	8248	5	7	1918	1950	0	686	686	686	1250	1	3	7	1955	1	280	0	2006	116000
20	48	12137	7	5	1998	1998	0	1649	1649	1661	1661	2	3	6	1998	2	598	34	2010	224900
20	NA	11425	5	6	1954	1954	486	522	1008	1008	1008	1	2	4	1954	1	275	0	2006	137000
20	NA	13265	8	5	2002	2002	1218	350	1568	1689	1689	2	3	7	2002	3	857	59	2008	271000
80	80	8816	6	7	1971	1971	504	506	1010	1052	1052	1	3	6	1971	2	440	0	2010	155000
