MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,BedroomAbvGr,TotRmsAbvGrd,GarageYrBlt,GarageCars,GarageArea,OpenPorchSF,YrSold
20,NA,14585,6,6,1960,1987,594,331,1144,1429,1429,1,3,7,1960,2,572,110,2007
20,98,12704,8,5,2008,2009,0,2042,2042,2042,2042,2,3,8,2009,3,1390,90,2009
90,81,11841,6,5,1990,1990,816,0,816,816,816,1,3,5,NA,0,0,32,2007
75,75,13500,10,9,1893,2000,0,1237,1237,1521,2775,3,3,9,1988,2,880,502,2008
50,51,6120,4,7,1935,1995,0,884,884,989,1573,1,3,6,1935,1,240,0,2009
20,88,11443,8,5,2005,2006,1460,408,1868,2028,2028,2,2,7,2005,3,880,66,2006
30,55,10267,6,7,1918,2000,210,0,816,838,838,1,2,5,1961,1,275,0,2008
85,74,8740,5,6,1982,1982,672,168,840,860,860,1,2,4,1996,2,528,0,2009
20,65,25095,5,8,1968,2003,1324,113,1437,1473,1473,1,1,5,1968,1,452,48,2009
40,50,9100,5,6,1930,1960,0,742,742,779,935,1,2,4,1988,1,308,0,2008
60,64,8320,7,5,2004,2004,490,280,770,770,1582,2,3,6,2004,2,520,45,2008
60,97,13478,10,5,2008,2008,1338,384,1722,1728,2296,2,3,10,2008,3,842,274,2009
20,60,6600,5,8,1982,2003,816,0,816,816,816,1,2,4,1985,2,816,0,2008
120,NA,4435,6,5,2003,2003,685,163,848,848,848,1,1,4,2003,2,420,0,2009
20,88,7990,5,6,1975,1975,0,924,924,924,924,1,3,5,1981,1,280,0,2008
20,69,11302,8,5,2005,2006,1422,392,1814,1826,1826,2,3,7,2005,3,758,75,2006
70,60,3600,6,7,1910,1993,0,684,684,684,1368,1,3,7,1930,1,216,158,2006
120,53,3922,7,5,2006,2007,0,1258,1258,1402,1402,0,2,7,2006,3,648,16,2007
20,80,12984,5,6,1977,1977,1283,0,1430,1647,1647,2,3,7,1977,2,621,0,2006
160,24,1950,6,6,1980,1980,81,23,716,716,1556,2,3,6,1980,2,452,0,2008
60,74,10927,8,5,2005,2005,546,512,1058,1058,1904,2,3,8,2003,2,736,60,2006
50,50,9000,6,6,1937,1950,0,780,780,780,1375,1,3,6,1979,1,544,162,2007
60,80,10041,8,5,1992,1992,789,119,908,927,1915,2,3,8,1992,2,506,150,2006
160,30,3182,7,5,2004,2005,0,600,600,600,1200,2,2,4,2004,2,480,172,2010
20,88,12803,7,5,2002,2002,922,572,1494,1494,1494,2,3,6,2002,2,530,36,2008
60,85,13600,7,6,1965,1990,454,314,768,1186,1986,2,3,7,1965,2,486,42,2009
20,82,12464,5,5,1996,1996,732,308,1040,1040,1040,1,3,6,2000,2,576,0,2009
20,78,7800,5,8,1948,2002,603,293,896,1112,2008,3,3,8,1948,1,230,0,2006
70,78,12168,8,6,1934,1998,428,537,965,1940,3194,2,4,10,1934,2,380,0,2007
20,61,7943,4,5,1961,1961,903,126,1029,1029,1029,1,3,5,1961,1,261,0,2007
60,NA,11050,9,5,2000,2000,904,536,1440,1476,2153,2,3,8,2000,3,736,142,2009
80,NA,10395,6,6,1978,1978,605,427,1032,1032,1032,2,3,6,1978,2,564,0,2007
60,NA,11885,8,5,2001,2001,990,309,1299,1299,1872,2,3,7,2001,2,531,122,2009
20,70,8402,5,5,2007,2007,206,914,1120,1120,1120,1,3,6,NA,0,0,30,2007
180,21,1491,4,6,1972,1972,150,0,630,630,630,1,1,3,NA,0,0,24,2010
85,80,8800,6,7,1963,1963,763,173,936,1054,1054,1,3,6,1963,2,480,0,2010
60,NA,7861,6,5,2002,2003,457,326,783,807,1509,2,3,7,2002,2,393,75,2006
45,59,7227,6,6,1954,1954,0,832,832,832,832,1,2,4,1962,2,528,0,2008
20,90,11694,9,5,2007,2007,48,1774,1822,1828,1828,2,3,9,2007,3,774,108,2007
60,85,12244,8,5,2003,2003,871,611,1482,1482,2262,2,4,10,2003,3,749,0,2008
30,45,8248,3,3,1914,1950,41,823,864,864,864,1,2,5,NA,0,0,0,2008
60,90,10800,6,7,1974,1997,956,384,1522,1548,2614,2,4,9,1974,2,624,243,2008
20,71,7064,5,6,1977,1977,560,420,980,980,980,1,3,6,1986,2,484,0,2009
160,NA,2117,6,5,2000,2000,420,336,756,756,1512,2,2,4,2000,2,440,32,2007
60,80,10400,6,5,1972,1972,247,485,732,1012,1790,1,4,8,1972,2,484,0,2006
20,87,10000,6,6,1962,1962,0,1116,1116,1116,1116,1,3,5,1962,2,440,0,2010
20,NA,12342,5,5,1960,1978,0,978,978,1422,1422,1,3,6,1960,1,286,0,2007
80,80,9600,6,6,1955,1972,674,350,1156,1520,1520,1,3,7,1955,1,364,0,2010
60,70,11606,5,5,1969,1969,650,390,1040,1040,2080,1,5,9,1969,2,504,0,2007
80,82,9020,6,5,1964,1964,624,288,1248,1350,1350,1,3,6,1964,2,520,0,2008
70,50,9000,5,6,1880,1991,0,636,636,1089,1750,1,3,8,1937,1,240,0,2006
120,34,4590,8,5,2006,2006,24,1530,1554,1554,1554,2,2,6,2006,2,627,73,2007
20,85,11900,7,5,1977,1977,822,564,1386,1411,1411,2,3,6,1977,2,544,0,2009
20,80,9250,5,7,1954,2005,480,108,1056,1056,1056,1,3,6,1954,1,260,0,2007
90,64,6979,6,5,1980,1980,1056,0,1056,1056,1056,0,0,4,1980,2,576,56,2010
190,60,10896,6,7,1914,1995,256,1184,1440,1440,3395,2,8,14,NA,0,0,110,2007
30,51,6120,2,3,1936,1950,0,264,264,800,800,1,1,4,NA,0,0,0,2009
190,50,6000,5,4,1954,1954,0,811,811,811,1387,2,3,7,1954,1,256,0,2009
30,67,8777,5,7,1910,1950,0,796,796,796,796,1,2,4,NA,0,0,0,2008
120,53,3982,8,5,2006,2006,1154,366,1520,1567,1567,2,1,7,2006,3,648,0,2006
120,62,12677,8,5,2003,2004,1218,300,1518,1518,1518,1,1,6,2003,2,588,140,2008
60,NA,7050,7,5,2001,2001,738,319,1057,1057,1929,2,3,7,2001,2,650,235,2007
80,75,13860,8,7,1972,1995,1410,542,1952,2000,2704,2,4,9,1972,2,538,111,2009
60,80,10793,5,5,1969,1969,493,0,780,780,1620,2,4,7,1969,2,462,0,2007
20,85,9187,9,5,2009,2009,1121,645,1766,1766,1766,2,2,7,2009,3,478,130,2009
20,NA,10530,6,5,1971,1971,282,664,981,981,981,1,3,5,1979,2,576,312,2007
20,60,7200,5,5,1950,1950,0,0,0,1048,1048,1,3,7,1950,2,420,27,2008
20,85,10452,6,5,1953,1953,500,594,1094,1094,1094,1,3,5,1953,2,495,0,2008
60,70,7700,6,5,1966,1966,0,756,756,1051,1839,1,4,7,1966,2,442,124,2010
180,21,1936,4,6,1970,1970,131,0,630,630,630,1,1,3,NA,0,0,0,2007
60,65,8125,7,6,2007,2007,0,813,813,822,1665,2,3,7,2007,2,562,0,2008
70,60,9084,4,5,1940,1950,0,755,755,755,1510,1,4,7,1940,1,296,0,2009
60,70,8750,7,5,1996,1996,0,880,880,909,1716,2,2,7,1996,2,512,120,2009
50,60,10320,6,7,1906,1995,0,756,756,756,1469,1,3,7,1906,1,216,0,2008
20,91,10437,8,6,1995,1995,1696,413,2109,2113,2113,2,2,7,1995,3,839,46,2008
160,21,1680,6,5,1971,1971,0,525,525,525,1092,1,3,6,1971,1,264,0,2010
20,72,10007,5,7,1959,2006,806,247,1053,1053,1053,1,3,5,1959,1,312,0,2008
70,60,7200,7,6,1931,2000,0,776,776,851,1502,1,3,6,1931,1,270,0,2008
50,78,17503,6,5,1948,1950,0,912,912,912,1458,1,3,6,1948,1,330,0,2010
20,75,9937,5,7,1964,1999,637,849,1486,1486,1486,1,3,7,1968,2,480,0,2009
60,NA,12384,7,7,1976,1976,0,793,793,1142,1935,2,3,7,1976,2,550,113,2007
60,52,46589,8,7,1994,2005,1361,88,1629,1686,2448,2,4,8,1994,3,711,76,2009
20,120,13560,6,3,1968,1968,0,1392,1392,1392,1392,1,2,5,1968,2,576,0,2009
85,90,10012,4,5,1972,1972,920,38,1138,1181,1181,2,3,6,1974,2,588,0,2008
20,49,20896,8,5,2005,2006,1721,356,2077,2097,2097,1,1,8,2005,3,1134,267,2006
60,106,11194,8,5,2000,2000,0,1406,1406,1454,1936,2,3,7,2000,2,504,124,2006
60,NA,18450,6,5,1965,1979,187,111,1021,1465,2380,2,3,7,1965,2,596,265,2007
20,65,8125,6,5,1994,1998,1138,270,1408,1679,1679,2,3,7,1994,2,575,42,2008
20,NA,14175,5,6,1956,1987,988,200,1188,1437,1437,1,3,6,1999,2,576,0,2006
30,80,11600,4,5,1922,1950,0,700,700,1180,1180,1,2,5,1922,1,252,0,2006
60,64,8633,6,5,2005,2005,193,545,738,738,1476,2,3,7,2005,2,540,35,2009
70,54,6629,6,6,1925,1950,551,121,672,697,1369,2,3,6,1930,1,300,0,2009
20,NA,11250,6,6,1977,1977,767,441,1208,1208,1208,1,3,6,1977,2,546,42,2006
20,110,14442,6,7,1957,2004,1186,291,1477,1839,1839,2,3,7,1957,2,416,87,2007
20,80,9200,6,6,1965,1965,892,244,1136,1136,1136,1,3,5,1965,1,384,0,2008
160,24,2289,6,6,1978,1978,311,544,855,855,1441,2,3,7,1978,2,440,0,2009
70,60,9600,4,2,1900,1950,0,1095,1095,1095,1774,2,4,8,1920,3,779,0,2006
30,52,9022,5,8,1924,2006,0,768,768,792,792,1,2,5,1924,1,240,0,2009
20,80,11844,8,5,2008,2008,0,2046,2046,2046,2046,2,3,7,2008,3,834,82,2009
20,NA,9945,5,5,1961,1961,827,161,988,988,988,1,3,5,1963,2,572,0,2007
120,50,8012,6,5,1980,1980,543,261,923,923,923,2,2,5,1980,1,264,0,2010
50,55,4500,5,5,1932,2000,182,611,793,848,1520,1,3,6,1968,1,281,0,2009
120,NA,2887,6,5,1996,1997,1003,288,1291,1291,1291,1,2,6,1996,2,431,0,2008
20,90,11248,9,5,2002,2002,1059,567,1626,1668,1668,2,3,7,2002,3,702,45,2007
60,58,16770,7,5,1998,1998,0,1195,1195,1195,1839,2,4,7,1998,2,486,81,2010
160,NA,5062,7,5,1984,1984,828,180,1190,1190,2090,2,3,6,1984,2,577,0,2007
60,84,10207,7,6,2007,2007,0,874,874,874,1761,3,3,7,2007,2,578,105,2007
160,NA,5105,7,5,2004,2004,239,312,551,551,1102,2,2,4,2004,2,480,60,2007
20,60,8089,8,6,2007,2007,945,474,1419,1419,1419,2,2,7,2007,2,567,0,2007
120,61,7577,6,5,2005,2006,20,1342,1362,1362,1362,2,2,6,2005,2,460,28,2007
120,NA,4426,6,5,2004,2004,697,151,848,848,848,1,1,3,2004,2,420,0,2008
60,104,21535,10,6,1994,1995,1455,989,2444,2444,4316,3,4,10,1994,3,832,50,2007
60,42,26178,7,5,1989,1990,965,245,1210,1238,2519,2,4,9,1989,2,628,27,2006
30,60,5400,5,6,1921,1968,0,1073,1073,1073,1073,1,2,4,1968,1,326,0,2006
50,51,6120,5,6,1936,1950,0,927,927,1067,1539,1,3,5,1995,2,576,0,2009
20,54,13811,6,6,1987,1987,980,92,1112,1137,1137,2,2,5,1987,2,551,0,2006
30,50,6000,5,7,1921,1950,616,0,616,616,616,1,2,4,1921,1,205,0,2006
20,57,6420,5,7,1952,1952,210,219,980,1148,1148,1,2,6,1952,1,308,0,2006
20,65,8450,5,8,1965,2009,553,224,894,894,894,1,3,5,1973,1,336,144,2010
120,59,4282,7,5,2004,2004,16,1375,1391,1391,1391,2,2,5,2004,2,530,158,2008
20,85,14331,8,5,2002,2002,1274,526,1800,1800,1800,2,3,7,2002,3,765,78,2006
20,80,9600,7,5,1969,1969,0,1164,1164,1164,1164,1,3,6,1969,2,528,0,2006
60,82,12438,8,5,2006,2006,0,1234,1234,1264,2576,2,4,10,2006,3,666,100,2006
190,76,7630,5,9,1900,1996,0,360,360,1032,1812,2,4,8,1999,2,672,0,2010
20,70,8400,7,5,2004,2005,712,761,1473,1484,1484,2,3,7,2004,2,606,35,2010
190,70,5600,4,5,1930,1950,0,0,0,372,1092,2,3,7,NA,0,0,0,2010
20,NA,115149,7,5,1971,2002,1219,424,1643,1824,1824,2,2,5,1971,2,739,48,2007
120,48,6240,8,5,2006,2006,863,461,1324,1324,1324,2,2,6,2006,2,550,38,2009
60,65,9018,7,5,2007,2007,0,728,728,728,1456,2,3,8,2007,2,400,24,2007
20,NA,7162,5,7,1966,1966,0,876,876,904,904,1,3,6,1966,1,408,0,2008
30,56,4130,3,6,1935,2003,0,270,270,729,729,1,2,5,NA,0,0,0,2008
50,66,8712,4,7,1900,1950,0,859,859,859,1178,1,2,7,1964,1,384,0,2010
120,40,4671,8,5,1988,1989,767,461,1228,1228,1228,2,2,5,1988,2,472,120,2008
190,60,9873,4,5,1970,1970,789,171,960,960,960,1,3,6,1970,2,576,288,2006
60,NA,13517,6,8,1976,2005,533,192,725,725,1479,2,3,6,1976,2,475,44,2010
20,78,10140,6,5,1974,1974,0,1064,1064,1350,1350,2,3,7,1974,2,478,0,2009
70,60,10800,7,8,1890,1998,0,718,718,1576,2554,1,3,8,1996,2,704,48,2007
20,80,10000,5,6,1973,2000,1084,92,1176,1178,1178,1,3,5,1973,2,439,0,2008
60,96,10542,7,5,1993,1994,1173,138,1311,1325,2418,2,3,9,1993,3,983,154,2008
20,69,9920,5,6,1969,1969,523,448,971,971,971,1,3,5,1969,1,300,0,2006
120,NA,6563,8,5,1985,1985,1148,594,1742,1742,1742,2,2,5,1985,2,564,28,2006
120,NA,4426,6,5,2004,2004,662,186,848,848,848,1,1,3,2004,2,420,0,2010
20,70,8120,4,7,1970,1970,191,673,864,864,864,1,3,5,1994,2,463,0,2009
50,60,8172,4,6,1954,1972,0,941,941,997,1470,2,4,7,1958,1,548,0,2008
20,86,13286,9,5,2007,2008,1234,464,1698,1698,1698,2,3,8,2007,3,768,64,2009
20,60,6960,4,6,1970,1970,375,250,864,864,864,1,3,5,1989,2,660,0,2009
20,NA,21695,6,9,1988,2007,808,72,880,1680,1680,2,3,5,1988,2,540,44,2009
20,64,7314,7,5,2007,2007,724,508,1232,1232,1232,2,2,6,2007,2,632,0,2009
90,85,11475,5,5,1958,1958,0,1584,1584,1776,1776,2,4,9,1968,3,888,25,2009
30,52,6240,4,5,1925,1950,152,628,780,848,1208,1,2,5,1962,2,539,23,2009
120,39,5389,8,5,1995,1996,1180,415,1595,1616,1616,2,2,5,1995,2,608,152,2010
80,73,9590,7,5,2003,2003,786,82,868,1146,1146,2,3,6,2003,2,438,22,2007
60,75,11404,7,5,1998,1999,252,901,1153,1153,2031,2,3,8,1998,2,541,84,2008
20,80,10000,5,6,1961,1983,594,270,864,1144,1144,1,3,6,1961,1,264,0,2009
20,NA,8978,5,5,1968,1968,0,948,948,948,948,1,3,6,1968,1,300,0,2007
75,60,10800,7,7,1914,1970,390,490,880,880,1768,1,2,6,1914,2,320,341,2006
90,60,8544,3,4,1950,1950,0,0,0,1040,1040,2,2,6,1949,2,400,0,2006
60,72,10463,8,5,2005,2005,0,893,893,901,1801,2,3,8,2005,3,800,116,2006
90,60,10800,5,5,1987,1988,1200,0,1200,1200,1200,3,3,5,NA,0,0,0,2009
60,65,9313,7,5,2004,2004,0,864,864,864,1728,2,3,7,2004,2,572,56,2009
70,60,9600,5,7,1910,2002,0,264,264,768,1432,2,2,7,1910,2,360,0,2007
20,65,6768,6,8,1961,1996,832,80,912,912,912,1,3,5,1962,1,288,0,2008
20,65,8450,7,5,2000,2001,0,1349,1349,1349,1349,2,3,6,2000,2,539,55,2007
80,70,12886,5,6,1963,1999,444,76,520,1464,1464,2,3,6,1997,2,480,0,2009
120,41,5395,8,5,1993,1993,733,604,1337,1337,1337,2,2,5,1993,2,462,0,2008
60,NA,8963,8,9,1976,1996,575,487,1142,1175,2715,3,4,11,1994,2,831,204,2008
60,NA,8795,7,5,2000,2000,300,652,952,980,2256,2,4,8,2000,2,554,54,2009
70,65,11700,7,7,1880,2003,0,1240,1240,1320,2640,1,4,8,1950,4,864,0,2009
20,59,10593,7,5,1996,1996,919,801,1720,1720,1720,2,3,7,1996,2,527,56,2010
50,50,8405,4,3,1945,1950,0,0,0,1088,1529,2,4,9,1945,1,240,0,2009
50,55,8800,4,7,1910,2004,0,576,576,792,1140,1,3,7,NA,0,0,160,2010
60,NA,7750,7,5,2003,2003,0,660,660,660,1320,2,3,6,2003,2,400,48,2007
20,79,9236,6,5,1997,1997,1200,279,1479,1494,1494,2,3,6,1997,2,576,27,2006
60,80,10240,8,5,2005,2005,0,1030,1030,1038,2098,2,3,8,2005,3,878,52,2006
20,61,7930,6,8,1969,2005,439,115,1026,1026,1026,1,3,5,1969,2,440,48,2009
160,34,3230,6,5,1999,1999,381,348,729,742,1471,2,3,6,1999,2,440,24,2009
60,68,10769,8,5,2007,2007,20,846,866,866,1768,2,3,7,2007,2,578,105,2009
60,NA,11616,6,5,1978,1978,438,234,672,672,1386,2,3,6,1978,2,440,0,2010
160,24,2280,7,5,1999,1999,549,195,744,757,1501,2,3,6,1999,2,440,0,2008
60,65,12257,8,5,1995,1995,56,1198,1318,1328,2531,2,4,9,1995,3,752,98,2007
20,70,9100,6,6,1959,1959,612,252,864,864,864,1,2,5,2008,1,300,0,2009
30,60,6911,5,5,1924,1950,405,740,1145,1301,1301,1,2,5,1965,2,440,0,2009
60,72,8640,7,5,2009,2009,24,732,756,764,1547,2,3,7,2009,2,614,45,2010
60,82,9430,8,5,1999,1999,1163,89,1252,1268,2365,2,3,8,1999,3,856,128,2009
120,30,9549,8,5,1995,1996,437,0,1494,1494,1494,1,2,6,1995,2,481,30,2006
20,75,14587,9,5,2008,2008,0,1498,1498,1506,1506,2,2,6,2008,2,592,174,2008
60,80,10421,7,5,1988,1988,394,586,980,980,1714,2,3,7,1988,2,496,66,2010
50,75,12508,6,7,1940,1985,660,323,983,983,1750,2,4,7,1989,1,423,0,2008
20,70,9100,7,5,2004,2005,24,1836,1860,1836,1836,2,3,8,2004,2,484,33,2006
60,47,53504,8,5,2003,2003,1416,234,1650,1690,3279,3,4,12,2003,3,841,36,2010
85,NA,7252,5,5,1982,1982,685,173,858,858,858,1,2,5,1983,2,576,0,2009
20,67,8877,4,5,1951,1951,836,0,836,1220,1220,1,2,6,1951,2,396,0,2006
80,94,7819,6,5,1976,1976,422,480,1029,1117,1117,1,3,6,1976,2,672,0,2010
20,70,10150,5,5,1958,1958,456,456,912,912,912,1,2,5,1958,1,275,0,2007
20,110,14226,8,5,2006,2006,0,1935,1935,1973,1973,2,3,9,2006,3,895,45,2007
120,32,4500,6,5,1998,1998,866,338,1204,1204,1204,2,2,5,1998,2,412,247,2009
20,86,11210,7,5,2005,2006,20,1594,1614,1614,1614,2,3,7,2005,3,865,59,2006
20,100,13350,5,5,1974,1974,762,102,864,894,894,1,3,5,1974,2,440,0,2006
90,60,8400,5,5,1977,1977,0,0,0,2020,2020,2,4,10,1977,2,630,0,2007
90,78,10530,6,5,1977,1977,975,0,975,1004,1004,1,2,4,1977,2,504,0,2006
20,63,7875,7,5,1995,1996,0,1237,1237,1253,1253,2,3,6,1995,2,402,21,2007
60,65,7153,6,5,1992,1992,387,374,761,810,1603,2,3,7,1992,2,484,124,2006
20,67,16285,7,5,2001,2002,0,1413,1413,1430,1430,2,3,6,2001,2,605,33,2009
85,NA,9101,5,6,1978,1978,1097,0,1097,1110,1110,1,1,4,1978,2,602,30,2009
75,35,6300,6,6,1914,2001,0,742,742,742,1484,2,3,9,NA,0,0,291,2008
20,NA,9790,6,5,1967,1967,251,491,1372,1342,1342,2,3,7,1967,2,457,0,2009
50,60,10800,5,6,1915,1950,686,0,686,966,1652,2,4,7,1961,1,416,0,2010
60,76,10142,7,5,2004,2004,656,300,956,956,2084,2,4,8,2004,2,618,45,2010
20,50,6000,4,7,1954,2000,0,901,901,901,901,1,2,4,1954,1,281,0,2008
60,NA,12205,6,8,1966,2007,568,264,832,976,2087,2,5,9,1966,2,444,168,2007
120,43,3182,7,5,2005,2006,16,1129,1145,1145,1145,2,2,5,2005,2,397,16,2009
80,NA,11333,6,5,1976,1976,539,490,1029,1062,1062,1,3,5,1976,2,539,0,2007
60,92,9920,7,5,1996,1997,862,255,1117,1127,2013,2,3,8,1997,2,455,130,2007
20,76,9158,8,5,2007,2007,0,1496,1496,1496,1496,2,3,7,2007,2,474,130,2007
60,NA,10832,7,5,1994,1996,0,712,712,1086,1895,2,3,7,1994,2,409,46,2008
60,70,8400,6,6,1980,1981,0,650,650,888,1564,2,3,7,1980,2,476,50,2010
20,71,8197,6,5,1977,1977,0,660,660,1285,1285,1,3,7,1977,2,528,0,2007
20,57,7677,5,5,1953,1953,570,203,773,773,773,1,2,4,1953,1,240,0,2008
60,104,13518,9,5,2008,2009,0,1926,1926,1966,3140,3,4,11,2009,3,820,78,2009
50,60,7200,5,7,1937,1950,569,162,731,981,1768,1,3,7,1939,1,240,0,2007
60,79,12798,6,5,1997,1997,462,154,616,616,1688,2,4,8,1997,2,603,114,2008
30,40,4800,4,7,1916,1990,197,999,1196,1196,1196,1,2,5,1957,2,440,0,2007
60,63,8199,7,5,2005,2005,648,80,728,728,1456,2,3,7,2005,2,410,18,2008
60,107,13891,9,5,2008,2009,0,1734,1734,1734,2822,3,4,12,2009,3,1020,170,2009
20,75,9000,5,5,1954,1954,812,124,936,1128,1128,1,2,5,1954,1,286,0,2006
20,91,12274,7,5,2008,2008,0,1417,1417,1428,1428,2,3,6,2008,2,554,60,2008
80,75,9750,5,5,1967,1967,400,100,980,980,980,2,3,6,1967,1,384,0,2006
70,144,21384,5,6,1923,2004,1309,15,1324,1072,1576,1,3,6,1923,2,528,312,2009
80,85,13400,5,5,1966,1966,516,380,1024,1086,1086,1,3,6,1966,2,484,0,2006
75,90,8100,5,5,1898,1965,0,849,849,1075,2138,2,2,11,1910,2,360,156,2009
20,78,10140,6,6,1974,1999,663,0,1040,1309,1309,1,3,5,1974,2,484,0,2006
120,NA,4438,6,5,2004,2004,662,186,848,848,848,1,1,4,2004,2,420,0,2008
20,66,8712,5,5,1952,1952,0,540,540,1044,1044,1,2,4,1952,2,504,0,2010
20,75,9750,6,6,1958,1958,608,834,1442,1442,1442,1,4,7,1958,1,301,0,2007
50,45,8248,5,7,1918,1950,0,686,686,686,1250,1,3,7,1955,1,280,0,2006
20,48,12137,7,5,1998,1998,0,1649,1649,1661,1661,2,3,6,1998,2,598,34,2010
20,NA,11425,5,6,1954,1954,486,522,1008,1008,1008,1,2,4,1954,1,275,0,2006
20,NA,13265,8,5,2002,2002,1218,350,1568,1689,1689,2,3,7,2002,3,857,59,2008
80,80,8816,6,7,1971,1971,504,506,1010,1052,1052,1,3,6,1971,2,440,0,2010
120,44,6371,7,5,2009,2010,733,625,1358,1358,1358,2,2,6,2010,2,484,35,2010
60,72,7226,7,5,2003,2003,0,798,798,798,1640,2,3,6,2003,2,595,45,2008
20,60,6000,4,4,1953,1953,0,936,936,936,936,1,2,4,1974,2,576,32,2009
60,NA,12394,7,5,2003,2003,0,847,847,847,1733,2,3,7,2003,2,433,48,2007
50,60,9900,6,7,1940,1950,0,778,778,944,1489,2,3,7,1940,1,240,0,2009
20,81,11216,8,5,2006,2006,0,1489,1489,1489,1489,2,3,7,2006,2,776,140,2006
20,114,14803,10,5,2007,2008,1636,442,2078,2084,2084,2,2,7,2007,3,1220,45,2008
45,50,6130,5,6,1924,1950,784,0,784,784,784,1,2,5,NA,0,0,0,2008
20,65,8529,7,5,2001,2001,20,1434,1454,1434,1434,2,3,6,2001,2,527,39,2009
60,NA,28698,5,5,1967,1967,249,0,1013,1160,2126,2,3,7,1967,2,538,0,2009
160,24,2544,7,5,2005,2005,0,600,600,520,1223,2,2,4,2005,2,480,166,2006
20,80,11900,6,5,1957,1957,1040,352,1392,1392,1392,1,3,6,1957,2,458,0,2008
160,30,3180,7,5,2005,2005,0,600,600,520,1200,2,2,4,2005,2,480,166,2006
60,44,9548,7,6,2003,2003,483,458,941,941,1829,2,3,7,2003,2,613,39,2010
20,100,10004,6,6,1964,1964,196,975,1516,1516,1516,1,3,6,1964,2,472,0,2009
20,75,7875,5,6,1961,1961,572,572,1144,1144,1144,1,3,6,1961,2,456,0,2008
20,60,9600,4,7,1950,1995,442,625,1067,1067,1067,2,2,4,1996,2,436,0,2010
30,90,8100,5,6,1948,1973,338,1221,1559,1559,1559,1,2,5,1948,2,812,116,2007
160,21,1680,6,5,1973,1973,330,153,483,483,987,1,2,5,1973,1,264,0,2008
20,75,9525,5,6,1995,2006,0,1099,1099,1099,1099,1,3,6,1999,1,352,0,2008
50,70,11767,5,6,1946,1995,352,416,768,768,1200,1,3,6,1946,1,240,0,2008
70,NA,12155,6,8,1925,1950,156,516,672,810,1482,2,4,7,1934,1,400,0,2008
70,60,10440,5,8,1904,2002,0,650,650,958,1539,2,3,8,1983,2,686,78,2008
80,82,9020,6,7,1966,1966,312,276,1127,1165,1165,1,3,6,1966,2,490,129,2008
90,80,8000,5,4,1961,1961,0,1800,1800,1800,1800,2,6,10,NA,0,0,0,2007
50,100,12665,5,8,1915,1950,0,876,876,876,1416,1,4,7,1949,3,720,0,2008
85,NA,16647,5,5,1975,1981,1390,0,1390,1701,1701,2,3,6,1975,2,611,0,2007
60,75,9317,7,5,1993,1993,513,227,740,1006,1775,2,3,7,1993,2,425,72,2009
20,36,15523,5,6,1972,1972,460,404,864,864,864,1,3,5,1972,1,338,0,2009
50,75,45600,6,8,1908,1997,0,907,907,1307,2358,3,5,10,1908,2,360,40,2008
80,80,9600,6,7,1976,1994,0,528,528,1094,1855,2,3,7,1976,2,512,100,2007
120,36,4435,6,5,2003,2003,659,189,848,848,848,1,1,3,2003,2,420,0,2007
120,NA,3196,8,5,2003,2003,0,1273,1273,1456,1456,2,2,7,2003,2,400,20,2006
75,53,7128,7,5,1941,1950,364,554,918,918,1646,2,4,7,1941,1,240,0,2007
80,NA,12095,6,6,1964,1964,564,563,1127,1445,1445,1,3,7,1964,2,645,0,2009
20,102,17920,5,4,1955,1974,306,372,1763,1779,1779,1,3,6,1955,2,454,418,2006
20,NA,6897,5,8,1962,2010,659,381,1040,1040,1040,1,3,6,1962,1,260,104,2010
80,NA,10970,6,6,1978,1978,505,0,940,1026,1026,1,3,5,1981,2,576,0,2008
60,65,8125,6,5,1994,1995,0,702,702,702,1481,2,3,6,1994,2,343,36,2009
20,80,10400,7,5,1976,1976,0,1090,1090,1370,1370,2,3,6,1976,2,479,0,2009
60,NA,11029,6,7,1968,1984,619,435,1054,1512,2654,2,4,9,1968,2,619,65,2006
50,55,7642,7,8,1918,1998,0,912,912,912,1426,1,3,7,1925,1,216,240,2007
190,75,11625,5,4,1965,1965,841,198,1039,1039,1039,1,3,6,1965,2,504,0,2010
20,81,9672,6,5,1984,1985,338,702,1040,1097,1097,2,3,6,1986,2,480,0,2010
20,70,7931,5,5,1959,1959,1148,0,1148,1148,1148,1,3,6,1959,1,672,0,2009
20,72,8640,7,5,2007,2008,0,1372,1372,1372,1372,2,3,6,2008,2,529,140,2008
20,NA,8750,5,6,1970,1970,828,174,1002,1002,1002,1,3,5,1973,2,902,0,2009
20,67,10656,8,5,2006,2007,0,1638,1638,1646,1646,2,3,6,2007,3,870,80,2007
20,85,6970,4,5,1961,1961,932,108,1040,1120,1120,1,3,5,1961,2,544,0,2007
60,NA,14762,5,6,1948,1950,0,0,0,1547,2320,2,2,7,1979,2,672,144,2006
60,80,9938,7,5,1993,1994,750,300,1050,1062,1949,2,3,8,1993,2,574,90,2010
20,60,6600,5,5,1962,1962,0,894,894,894,894,1,2,5,1962,1,308,0,2009
